modele,marque,energie,hybride,puiss_admin,p_kw,typ_boite,conso_urbaine,conso_autoroute,conso_mixte,co2,co,nox,part_fine,poids,norme,nb_rapp
R8 SPYDER,AUDI,ES,0,44,386.0,1,20.5,9.2,13.3,310.0,0.363,0.035,0.004,1820,0,7
R8 SPYDER,AUDI,ES,0,45,386.0,0,22.2,10.7,14.9,349.0,0.547,0.035,0.003,1795,0,6
TT COUPE,AUDI,ES,0,9,118.0,1,8.4,5.2,6.4,147.0,0.36,0.011000000000000001,0.001,1355,0,7
TT COUPE,AUDI,ES,0,9,118.0,0,8.5,5.2,6.4,149.0,0.35100000000000003,0.025,0.0,1335,0,6
TTS COUPE,AUDI,ES,0,17,200.0,1,10.6,6.0,7.7,179.0,0.27,0.049,0.001,1505,0,6
TTS COUPE,AUDI,ES,0,17,200.0,0,10.8,6.2,7.9,184.0,0.366,0.026000000000000002,0.001,1485,0,6
TT RS COUPE,AUDI,ES,0,23,250.0,1,12.3,6.3,8.5,197.0,0.444,0.006,0.002,1550,0,7
TT RS COUPE,AUDI,ES,0,23,250.0,0,12.6,6.8,9.0,209.0,0.478,0.013000000000000001,0.002,1525,0,6
TT RS COUPE,AUDI,ES,0,25,265.0,1,12.3,6.3,8.5,197.0,0.444,0.006,0.002,1550,0,7
TT RS COUPE,AUDI,ES,0,25,265.0,0,12.6,6.8,9.0,209.0,0.478,0.013000000000000001,0.002,1525,0,6
TT COUPE,AUDI,ES,0,12,155.0,1,9.9,5.4,7.1,164.0,0.26899999999999996,0.019,0.002,1375,0,6
TT COUPE,AUDI,ES,0,12,155.0,0,8.9,5.2,6.6,154.0,0.17300000000000001,0.022000000000000002,0.001,1355,0,6
TT COUPE,AUDI,ES,0,12,155.0,1,9.9,5.7,7.2,169.0,0.18,0.031,0.002,1455,0,6
TT COUPE,AUDI,GO,0,9,125.0,1,7.0,4.7,5.5,144.0,0.151,0.115,0.0,1490,0,6
TT COUPE,AUDI,GO,0,9,125.0,0,7.0,4.3,5.3,139.0,0.24100000000000002,0.12,0.0,1465,0,6
TT ROADSTER,AUDI,ES,0,9,118.0,1,8.6,5.3,6.6,152.0,0.36,0.011000000000000001,0.001,1395,0,7
TT ROADSTER,AUDI,ES,0,9,118.0,0,8.6,5.3,6.5,152.0,0.273,0.02,0.001,1380,0,6
TTS ROADSTER,AUDI,ES,0,17,200.0,1,10.8,6.2,7.9,184.0,0.27,0.049,0.001,1570,0,6
TTS ROADSTER,AUDI,ES,0,17,200.0,0,10.9,6.4,8.1,189.0,0.366,0.026000000000000002,0.001,1550,0,6
TT RS ROADSTER,AUDI,ES,0,23,250.0,1,12.4,6.4,8.6,199.0,0.444,0.006,0.002,1610,0,7
TT RS ROADSTER,AUDI,ES,0,23,250.0,0,12.8,7.0,9.1,212.0,0.478,0.013000000000000001,0.002,1585,0,6
TT RS ROADSTER,AUDI,ES,0,25,265.0,1,12.4,6.4,8.6,199.0,0.444,0.006,0.002,1610,0,7
TT RS ROADSTER,AUDI,ES,0,25,265.0,0,12.8,7.0,9.1,212.0,0.478,0.013000000000000001,0.002,1585,0,6
TT ROADSTER,AUDI,ES,0,12,155.0,1,10.0,5.6,7.2,168.0,0.314,0.018000000000000002,0.002,1395,0,6
TT ROADSTER,AUDI,ES,0,12,155.0,0,9.0,5.4,6.7,156.0,0.187,0.022000000000000002,0.001,1390,0,6
TT ROADSTER,AUDI,ES,0,13,155.0,1,10.2,5.7,7.4,172.0,0.2,0.033,0.002,1500,0,6
TT ROADSTER,AUDI,GO,0,9,125.0,1,7.1,4.8,5.6,146.0,0.151,0.115,0.0,1535,0,6
TT ROADSTER,AUDI,GO,0,9,125.0,0,7.2,4.5,5.5,144.0,0.24100000000000002,0.12,0.0,1505,0,6
CONTINENTAL GT V8,BENTLEY,ES,0,41,373.0,1,15.4,7.7,10.6,246.0,0.55,0.042,0.002,2370,0,8
CONTINENTAL GTC V8,BENTLEY,ES,0,41,373.0,1,15.8,8.0,10.9,254.0,0.55,0.042,0.002,2545,0,8
FLYING SPUR V8,BENTLEY,ES,0,41,373.0,1,15.6,7.9,10.7,250.0,0.55,0.042,0.002,2505,0,8
FLYING SPUR V8,BENTLEY,ES,0,41,373.0,1,15.6,7.9,10.7,250.0,0.55,0.042,0.002,2492,0,8
SERIE 1,BMW,GO,0,5,70.0,0,5.0,3.8,4.3,112.0,0.447,0.16,0.0,1380,0,6
SERIE 1,BMW,ES,0,6,75.0,0,7.1,4.6,5.5,129.0,0.3,0.03,0.001,1365,0,6
SERIE 1,BMW,ES,0,6,75.0,0,7.2,4.8,5.7,132.0,0.3,0.03,0.001,1365,0,6
SERIE 1,BMW,GO,0,5,70.0,0,5.0,3.8,4.3,112.0,0.447,0.16,0.0,1385,0,6
SERIE 1,BMW,ES,0,7,90.0,0,7.9,5.1,6.1,143.0,0.12,0.026000000000000002,0.001,1320,0,6
SERIE 1,BMW,ES,0,7,90.0,1,8.7,5.4,6.6,154.0,0.037000000000000005,0.049,0.003,1350,0,6
SERIE 1,BMW,GO,0,6,85.0,0,5.4,4.0,4.5,118.0,0.19,0.142,0.0,1370,0,6
SERIE 1,BMW,ES,0,7,100.0,1,7.4,4.8,5.8,134.0,0.271,0.018000000000000002,0.003,1385,0,8
SERIE 1,BMW,ES,0,7,100.0,0,7.2,4.8,5.7,132.0,0.3,0.03,0.001,1365,0,6
SERIE 1,BMW,ES,0,13,160.0,1,8.3,5.2,6.4,149.0,0.25,0.027999999999999997,0.0,1440,0,8
SERIE 1,BMW,ES,0,13,160.0,0,8.6,5.4,6.6,154.0,0.38299999999999995,0.033,0.0,1420,0,6
SERIE 1,BMW,GO,0,6,85.0,1,5.5,4.0,4.5,119.0,0.258,0.132,0.0,1420,0,8
SERIE 1,BMW,GO,0,6,85.0,0,5.4,3.9,4.5,117.0,0.239,0.125,0.0,1385,0,6
SERIE 1,BMW,ES,0,8,105.0,0,8.4,5.4,6.5,152.0,0.12,0.026000000000000002,0.001,1495,0,6
SERIE 1,BMW,ES,0,8,105.0,1,9.1,5.6,6.9,162.0,0.037000000000000005,0.049,0.003,1520,0,6
SERIE 1,BMW,GO,0,8,105.0,0,5.7,4.3,4.8,127.0,0.19,0.142,0.0,1560,0,6
SERIE 1,BMW,GO,0,8,105.0,1,6.9,4.7,5.5,145.0,0.306,0.158,0.0,1575,0,6
SERIE 1,BMW,GO,0,7,105.0,0,5.3,4.0,4.5,118.0,0.19,0.142,0.0,1395,0,6
SERIE 1,BMW,GO,0,8,105.0,1,6.7,4.5,5.3,140.0,0.306,0.158,0.0,1420,0,6
SERIE 1,BMW,ES,0,9,125.0,1,7.4,4.8,5.8,134.0,0.251,0.021,0.002,1390,0,8
SERIE 1,BMW,ES,0,9,125.0,0,7.6,4.9,5.9,137.0,0.271,0.028999999999999998,0.001,1370,0,6
SERIE 1,BMW,GO,0,7,105.0,0,5.4,4.0,4.5,119.0,0.19,0.142,0.0,1385,0,6
SERIE 1,BMW,GO,0,8,105.0,1,6.7,4.5,5.3,140.0,0.306,0.158,0.0,1410,0,6
SERIE 1,BMW,ES,0,8,105.0,0,7.9,5.1,6.1,143.0,0.12,0.026000000000000002,0.001,1340,0,6
SERIE 1,BMW,ES,0,8,105.0,1,8.7,5.4,6.6,154.0,0.037000000000000005,0.049,0.003,1365,0,6
SERIE 1,BMW,ES,0,9,125.0,0,7.5,4.8,5.8,134.0,0.271,0.028999999999999998,0.001,1370,0,6
SERIE 1,BMW,GO,0,7,105.0,1,5.5,4.0,4.5,119.0,0.258,0.132,0.0,1420,0,8
SERIE 1,BMW,GO,0,7,105.0,0,5.5,3.9,4.5,118.0,0.239,0.125,0.0,1395,0,6
SERIE 1,BMW,ES,0,10,125.0,0,8.5,5.3,6.5,152.0,0.68,0.024,0.003,1375,0,6
SERIE 1,BMW,ES,0,10,125.0,1,8.9,5.3,6.6,154.0,0.225,0.05,0.003,1395,0,6
SERIE 1,BMW,ES,0,10,125.0,0,8.8,5.6,6.8,158.0,0.68,0.024,0.003,1505,0,6
SERIE 1,BMW,ES,0,10,125.0,1,9.4,5.6,7.0,163.0,0.225,0.05,0.003,1535,0,6
SERIE 1,BMW,GO,0,10,130.0,0,6.2,4.3,5.0,132.0,0.413,0.10800000000000001,0.0,1580,0,6
SERIE 1,BMW,GO,0,10,130.0,1,6.9,4.7,5.5,145.0,0.465,0.11800000000000001,0.0,1590,0,6
SERIE 1,BMW,GO,0,9,130.0,0,5.9,4.0,4.7,124.0,0.413,0.10800000000000001,0.0,1450,0,6
SERIE 1,BMW,GO,0,10,130.0,1,6.7,4.5,5.3,140.0,0.465,0.11800000000000001,0.0,1450,0,6
SERIE 1,BMW,GO,0,10,135.0,0,5.6,3.9,4.5,119.0,0.365,0.146,0.0,1415,0,6
SERIE 1,BMW,GO,0,10,135.0,0,5.7,4.0,4.6,122.0,0.365,0.146,0.0,1415,0,6
SERIE 1,BMW,GO,0,10,135.0,0,5.8,4.0,4.7,123.0,0.365,0.146,0.0,1495,0,6
SERIE 1,BMW,GO,0,10,135.0,0,5.9,4.1,4.8,126.0,0.365,0.146,0.0,1495,0,6
SERIE 1,BMW,ES,0,10,125.0,0,8.6,5.4,6.6,153.0,0.68,0.024,0.003,1365,0,6
SERIE 1,BMW,ES,0,10,125.0,1,8.9,5.3,6.6,155.0,0.225,0.05,0.003,1385,0,6
SERIE 1,BMW,GO,0,9,130.0,0,5.9,4.1,4.7,125.0,0.413,0.10800000000000001,0.0,1440,0,6
SERIE 1,BMW,GO,0,10,130.0,1,6.7,4.5,5.3,140.0,0.465,0.11800000000000001,0.0,1440,0,6
SERIE 1,BMW,GO,0,10,135.0,0,5.8,4.0,4.7,123.0,0.365,0.146,0.0,1500,0,6
SERIE 1,BMW,GO,0,10,135.0,0,5.9,4.1,4.8,126.0,0.365,0.146,0.0,1500,0,6
SERIE 1,BMW,GO,0,10,135.0,1,5.2,3.9,4.4,116.0,0.19,0.141,0.0,1440,0,8
SERIE 1,BMW,GO,0,10,135.0,1,5.3,4.1,4.5,119.0,0.19,0.141,0.0,1440,0,8
SERIE 1,BMW,GO,0,10,135.0,0,5.6,3.9,4.5,119.0,0.365,0.146,0.0,1420,0,6
SERIE 1,BMW,GO,0,10,135.0,0,5.7,4.0,4.6,122.0,0.365,0.146,0.0,1420,0,6
SERIE 1,BMW,GO,0,12,160.0,1,5.7,4.2,4.8,126.0,0.20600000000000002,0.135,0.0,1480,0,8
SERIE 1,BMW,GO,0,12,160.0,0,6.0,4.3,4.9,129.0,0.478,0.12,0.0,1465,0,6
SERIE 1,BMW,GO,0,11,150.0,0,6.6,4.5,5.3,139.0,0.141,0.136,0.001,1615,0,6
SERIE 1,BMW,GO,0,12,150.0,1,7.1,4.8,5.7,149.0,0.306,0.11800000000000001,0.0,1615,0,6
SERIE 1,BMW,GO,0,11,150.0,0,6.4,4.3,5.1,134.0,0.141,0.136,0.001,1495,0,6
SERIE 1,BMW,GO,0,12,150.0,1,6.9,4.7,5.5,145.0,0.306,0.11800000000000001,0.0,1495,0,6
SERIE 1,BMW,GO,0,11,150.0,0,6.4,4.4,5.1,135.0,0.141,0.136,0.001,1485,0,6
SERIE 1,BMW,GO,0,12,150.0,1,6.9,4.7,5.5,145.0,0.306,0.11800000000000001,0.0,1485,0,6
SERIE 1,BMW,GO,0,6,85.0,0,4.4,3.4,3.8,99.0,0.447,0.16,0.0,1385,0,6
SERIE 1,BMW,ES,0,20,225.0,0,12.1,6.4,8.5,198.0,0.293,0.04,0.001,1530,0,6
SERIE 1,BMW,ES,0,20,225.0,1,11.7,6.7,8.5,198.0,0.478,0.03,0.001,1545,0,7
SERIE 1,BMW,ES,0,20,225.0,0,12.2,6.5,8.6,200.0,0.293,0.04,0.001,1665,0,6
SERIE 1,BMW,ES,0,20,225.0,1,11.8,6.8,8.6,200.0,0.478,0.03,0.001,1675,0,7
SERIE 1,BMW,ES,0,21,235.0,1,10.8,6.1,7.8,182.0,0.433,0.017,0.002,1590,0,8
SERIE 1,BMW,ES,0,21,235.0,1,10.3,5.8,7.5,175.0,0.433,0.017,0.002,1520,0,8
SERIE 1,BMW,ES,0,21,235.0,0,11.2,6.2,8.0,188.0,0.327,0.013000000000000001,0.001,1505,0,6
SERIE 1,BMW,ES,0,21,235.0,1,10.8,6.1,7.8,182.0,0.433,0.017,0.002,1595,0,8
SERIE 3,BMW,ES,0,7,100.0,1,7.6,4.9,5.9,138.0,0.319,0.025,0.002,1545,1,8
SERIE 3,BMW,ES,0,8,100.0,1,7.9,5.1,6.2,143.0,0.319,0.025,0.002,1545,1,8
SERIE 3,BMW,ES,0,7,100.0,0,7.8,4.9,5.9,138.0,0.289,0.031,0.002,1525,1,6
SERIE 3,BMW,ES,0,8,100.0,0,8.1,5.0,6.2,143.0,0.289,0.031,0.002,1525,1,6
SERIE 3,BMW,GO,0,6,85.0,1,5.5,4.0,4.5,119.0,0.16899999999999998,0.152,0.0,1570,0,8
SERIE 3,BMW,GO,0,6,85.0,1,5.7,4.1,4.7,123.0,0.16899999999999998,0.152,0.0,1570,0,8
SERIE 3,BMW,GO,0,6,85.0,0,5.6,3.9,4.5,119.0,0.226,0.11199999999999999,0.0,1550,0,6
SERIE 3,BMW,GO,0,6,85.0,0,5.8,4.1,4.7,123.0,0.226,0.11199999999999999,0.0,1550,0,6
SERIE 3,BMW,GO,0,6,85.0,0,5.4,4.0,4.5,119.0,0.21899999999999997,0.136,0.0,1550,0,6
SERIE 3,BMW,ES,0,7,100.0,1,7.5,4.8,5.8,134.0,0.32299999999999995,0.03,0.002,1480,0,8
SERIE 3,BMW,ES,0,7,100.0,1,7.6,4.9,5.9,137.0,0.32299999999999995,0.03,0.002,1480,0,8
SERIE 3,BMW,ES,0,7,100.0,0,7.6,4.7,5.8,134.0,0.289,0.031,0.002,1460,0,6
SERIE 3,BMW,ES,0,7,100.0,0,7.7,4.8,5.9,137.0,0.289,0.031,0.002,1460,0,6
SERIE 3,BMW,GO,0,6,85.0,1,5.4,3.8,4.4,116.0,0.16899999999999998,0.152,0.0,1505,0,8
SERIE 3,BMW,GO,0,6,85.0,1,5.4,3.9,4.4,117.0,0.16899999999999998,0.152,0.0,1505,0,8
SERIE 3,BMW,GO,0,6,85.0,0,5.4,3.7,4.3,114.0,0.226,0.11199999999999999,0.0,1485,0,6
SERIE 3,BMW,GO,0,6,85.0,0,5.5,3.9,4.5,118.0,0.226,0.11199999999999999,0.0,1485,0,6
SERIE 3,BMW,GO,0,8,105.0,1,5.6,4.4,4.8,127.0,0.168,0.158,0.0,1635,0,8
SERIE 3,BMW,GO,0,8,105.0,1,5.7,4.5,4.9,129.0,0.168,0.158,0.0,1635,0,8
SERIE 3,BMW,GO,0,7,105.0,0,5.5,4.0,4.5,119.0,0.222,0.157,0.0,1615,0,6
SERIE 3,BMW,GO,0,7,105.0,0,5.6,4.1,4.6,122.0,0.222,0.157,0.0,1615,0,6
SERIE 3,BMW,GO,0,7,105.0,1,5.5,4.0,4.5,119.0,0.16899999999999998,0.152,0.0,1570,0,8
SERIE 3,BMW,GO,0,7,105.0,1,5.7,4.1,4.7,123.0,0.16899999999999998,0.152,0.0,1570,0,8
SERIE 3,BMW,GO,0,7,105.0,0,5.6,3.9,4.5,119.0,0.226,0.11199999999999999,0.0,1550,0,6
SERIE 3,BMW,GO,0,7,105.0,0,5.8,4.1,4.7,123.0,0.226,0.11199999999999999,0.0,1550,0,6
SERIE 3,BMW,ES,0,8,105.0,0,8.1,5.3,6.3,147.0,0.225,0.027000000000000003,0.002,1505,0,6
SERIE 3,BMW,ES,0,8,105.0,1,8.9,5.6,6.8,159.0,0.23199999999999998,0.049,0.004,1535,0,6
SERIE 3,BMW,GO,0,7,105.0,0,5.4,4.0,4.5,120.0,0.21899999999999997,0.136,0.0,1565,0,6
SERIE 3,BMW,GO,0,8,105.0,1,6.9,4.5,5.4,142.0,0.204,0.141,0.0,1580,0,6
SERIE 3,BMW,GO,0,7,105.0,1,5.4,3.9,4.4,117.0,0.16899999999999998,0.152,0.0,1505,0,8
SERIE 3,BMW,GO,0,7,105.0,1,5.4,3.9,4.5,118.0,0.16899999999999998,0.152,0.0,1505,0,8
SERIE 3,BMW,GO,0,7,105.0,0,5.5,3.8,4.4,116.0,0.226,0.11199999999999999,0.0,1485,0,6
SERIE 3,BMW,GO,0,7,105.0,0,5.5,3.9,4.5,118.0,0.226,0.11199999999999999,0.0,1485,0,6
SERIE 3,BMW,ES,0,10,135.0,1,8.2,5.1,6.2,145.0,0.278,0.019,0.0,1635,1,8
SERIE 3,BMW,ES,0,10,135.0,1,8.3,5.1,6.3,147.0,0.278,0.019,0.0,1635,1,8
SERIE 3,BMW,GO,0,10,135.0,1,5.9,4.4,4.9,129.0,0.055,0.163,0.0,1650,0,8
SERIE 3,BMW,GO,0,10,135.0,1,5.9,4.4,5.0,131.0,0.055,0.163,0.0,1650,0,8
SERIE 3,BMW,GO,0,10,135.0,0,5.8,4.4,4.9,129.0,0.11599999999999999,0.14300000000000002,0.0,1640,0,6
SERIE 3,BMW,GO,0,10,135.0,0,5.9,4.4,5.0,131.0,0.11599999999999999,0.14300000000000002,0.0,1640,0,6
SERIE 3,BMW,ES,0,10,125.0,0,8.8,5.6,6.8,159.0,0.41700000000000004,0.03,0.002,1670,0,6
SERIE 3,BMW,ES,0,10,125.0,1,9.8,5.8,7.3,169.0,0.321,0.040999999999999995,0.002,1700,0,6
SERIE 3,BMW,GO,0,10,135.0,0,6.3,4.4,5.1,135.0,0.264,0.138,0.0,1730,0,6
SERIE 3,BMW,GO,0,10,135.0,1,7.1,4.7,5.6,149.0,0.184,0.171,0.0,1745,0,6
SERIE 3,BMW,ES,0,10,125.0,0,8.6,5.4,6.6,154.0,0.41700000000000004,0.03,0.002,1435,0,6
SERIE 3,BMW,ES,0,10,125.0,1,9.3,5.3,6.8,159.0,0.321,0.040999999999999995,0.002,1465,0,6
SERIE 3,BMW,GO,0,10,135.0,0,6.4,4.5,5.2,137.0,0.264,0.138,0.0,1590,0,6
SERIE 3,BMW,GO,0,10,135.0,1,7.2,4.8,5.7,150.0,0.237,0.131,0.0,1605,0,6
SERIE 3,BMW,GO,0,10,135.0,0,5.9,4.0,4.7,125.0,0.264,0.138,0.0,1495,0,6
SERIE 3,BMW,GO,0,10,135.0,1,6.8,4.4,5.3,140.0,0.237,0.131,0.0,1505,0,6
SERIE 3,BMW,ES,0,10,135.0,1,8.3,4.9,6.1,143.0,0.239,0.027999999999999997,0.0,1560,1,8
SERIE 3,BMW,ES,0,10,135.0,1,8.4,5.0,6.2,145.0,0.239,0.027999999999999997,0.0,1560,1,8
SERIE 3,BMW,ES,0,10,135.0,0,8.7,5.1,6.4,149.0,0.27899999999999997,0.018000000000000002,0.0,1540,1,6
SERIE 3,BMW,ES,0,10,135.0,0,8.8,5.2,6.5,152.0,0.27899999999999997,0.018000000000000002,0.0,1540,1,6
SERIE 3,BMW,ES,0,10,135.0,1,8.8,5.2,6.5,152.0,0.239,0.027999999999999997,0.0,1635,1,8
SERIE 3,BMW,ES,0,10,135.0,1,8.9,5.3,6.6,154.0,0.239,0.027999999999999997,0.0,1635,1,8
SERIE 3,BMW,ES,0,11,135.0,0,9.0,5.6,6.8,159.0,0.27899999999999997,0.018000000000000002,0.0,1615,1,6
SERIE 3,BMW,ES,0,11,135.0,0,9.0,5.6,6.9,160.0,0.27899999999999997,0.018000000000000002,0.0,1615,1,6
SERIE 3,BMW,GO,0,10,135.0,1,6.0,4.3,4.9,129.0,0.171,0.171,0.0,1660,0,8
SERIE 3,BMW,GO,0,10,135.0,1,6.1,4.4,5.1,133.0,0.171,0.171,0.0,1660,0,8
SERIE 3,BMW,GO,0,10,135.0,0,6.3,4.1,4.9,129.0,0.177,0.16699999999999998,0.0,1650,0,6
SERIE 3,BMW,GO,0,10,135.0,0,6.5,4.2,5.1,133.0,0.177,0.16699999999999998,0.0,1650,0,6
SERIE 3,BMW,GO,0,8,120.0,1,5.1,3.8,4.3,112.0,0.253,0.16,0.0,1575,0,8
SERIE 3,BMW,GO,0,8,120.0,0,5.3,3.6,4.3,112.0,0.245,0.168,0.0,1565,0,6
SERIE 3,BMW,ES,0,10,125.0,0,8.3,5.3,6.4,149.0,0.41700000000000004,0.03,0.002,1505,0,6
SERIE 3,BMW,ES,0,10,125.0,1,9.5,5.5,7.0,164.0,0.321,0.040999999999999995,0.002,1535,0,6
SERIE 3,BMW,GO,0,10,135.0,0,6.0,4.1,4.8,128.0,0.264,0.138,0.0,1580,0,6
SERIE 3,BMW,GO,0,10,135.0,1,6.9,4.5,5.4,142.0,0.237,0.131,0.0,1595,0,6
SERIE 3,BMW,GO,0,10,135.0,0,6.5,4.6,5.3,140.0,0.264,0.138,0.0,1665,0,6
SERIE 3,BMW,GO,0,10,135.0,1,7.3,4.9,5.8,153.0,0.237,0.131,0.0,1680,0,6
SERIE 3,BMW,GO,0,8,120.0,0,5.2,3.8,4.3,114.0,0.33,0.141,0.0,1580,0,6
SERIE 3,BMW,ES,0,10,135.0,1,7.7,4.8,5.9,138.0,0.19899999999999998,0.012,0.003,1495,0,8
SERIE 3,BMW,ES,0,10,135.0,1,7.9,4.9,6.0,141.0,0.19899999999999998,0.012,0.003,1495,0,8
SERIE 3,BMW,ES,0,10,135.0,0,8.2,4.9,6.1,144.0,0.315,0.013000000000000001,0.002,1475,0,6
SERIE 3,BMW,ES,0,10,135.0,0,8.4,5.0,6.3,147.0,0.315,0.013000000000000001,0.002,1475,0,6
SERIE 3,BMW,ES,0,10,135.0,1,8.3,5.3,6.4,149.0,0.19899999999999998,0.012,0.003,1565,0,8
SERIE 3,BMW,ES,0,10,135.0,1,8.4,5.4,6.5,152.0,0.19899999999999998,0.012,0.003,1565,0,8
SERIE 3,BMW,ES,0,11,135.0,0,8.8,5.6,6.8,158.0,0.408,0.034,0.002,1545,0,6
SERIE 3,BMW,ES,0,11,135.0,0,8.8,5.6,6.8,159.0,0.408,0.034,0.002,1545,0,6
SERIE 3,BMW,GO,0,10,135.0,1,5.4,3.9,4.4,117.0,0.171,0.171,0.0,1505,0,8
SERIE 3,BMW,GO,0,10,135.0,1,5.4,3.9,4.5,118.0,0.171,0.171,0.0,1505,0,8
SERIE 3,BMW,GO,0,10,135.0,0,5.8,3.8,4.5,119.0,0.177,0.16699999999999998,0.0,1495,0,6
SERIE 3,BMW,GO,0,10,135.0,0,5.8,3.8,4.6,120.0,0.177,0.16699999999999998,0.0,1495,0,6
SERIE 3,BMW,GO,0,10,135.0,1,5.7,4.1,4.7,124.0,0.171,0.171,0.0,1595,0,8
SERIE 3,BMW,GO,0,10,135.0,1,5.8,4.2,4.8,125.0,0.171,0.171,0.0,1595,0,8
SERIE 3,BMW,GO,0,10,135.0,0,6.2,4.1,4.8,127.0,0.177,0.16699999999999998,0.0,1585,0,6
SERIE 3,BMW,GO,0,10,135.0,0,6.3,4.1,4.9,128.0,0.177,0.16699999999999998,0.0,1585,0,6
SERIE 3,BMW,GO,0,8,120.0,1,5.0,3.6,4.1,109.0,0.171,0.171,0.0,1505,0,8
SERIE 3,BMW,GO,0,8,120.0,0,5.2,3.5,4.1,109.0,0.245,0.168,0.0,1495,1,6
SERIE 3,BMW,ES,0,9,125.0,0,7.0,4.4,5.3,124.0,0.36,0.025,0.003,1465,1,6
SERIE 3,BMW,ES,0,13,160.0,0,10.2,5.9,7.5,176.0,0.151,0.028999999999999998,0.001,1730,0,6
SERIE 3,BMW,ES,0,13,160.0,1,10.6,6.3,7.9,185.0,0.135,0.038,0.001,1760,0,6
SERIE 3,BMW,GO,0,12,150.0,0,7.7,5.2,6.1,160.0,0.33799999999999997,0.141,0.0,1815,0,6
SERIE 3,BMW,GO,0,12,150.0,1,8.2,5.4,6.4,168.0,0.065,0.121,0.0,1830,0,6
SERIE 3,BMW,ES,0,13,160.0,0,9.8,5.7,7.2,168.0,0.151,0.028999999999999998,0.001,1505,0,6
SERIE 3,BMW,ES,0,13,160.0,1,10.0,5.9,7.4,174.0,0.135,0.038,0.001,1535,0,6
SERIE 3,BMW,ES,0,13,160.0,0,11.0,6.4,8.1,188.0,0.151,0.028999999999999998,0.001,1605,0,6
SERIE 3,BMW,ES,0,13,160.0,1,11.1,6.5,8.2,192.0,0.135,0.038,0.001,1625,0,6
SERIE 3,BMW,GO,0,12,150.0,0,7.3,4.8,5.7,151.0,0.33799999999999997,0.141,0.0,1590,0,6
SERIE 3,BMW,GO,0,12,150.0,1,7.9,5.1,6.1,160.0,0.065,0.121,0.0,1605,0,6
SERIE 3,BMW,GO,0,12,160.0,0,6.4,4.3,5.1,134.0,0.28600000000000003,0.15,0.0,1615,0,6
SERIE 3,BMW,ES,0,13,160.0,0,9.9,5.8,7.3,170.0,0.151,0.028999999999999998,0.001,1565,0,6
SERIE 3,BMW,ES,0,13,160.0,1,10.2,6.1,7.6,178.0,0.135,0.038,0.001,1595,0,6
SERIE 3,BMW,ES,0,13,160.0,0,11.1,6.5,8.2,190.0,0.151,0.028999999999999998,0.001,1715,0,6
SERIE 3,BMW,ES,0,14,160.0,1,11.2,6.6,8.3,194.0,0.135,0.038,0.001,1735,0,6
SERIE 3,BMW,GO,0,12,150.0,0,7.4,4.9,5.8,153.0,0.33799999999999997,0.141,0.0,1665,0,6
SERIE 3,BMW,GO,0,12,150.0,1,8.0,5.2,6.2,163.0,0.065,0.121,0.0,1680,0,6
SERIE 3,BMW,GO,0,12,160.0,0,6.2,4.2,4.9,129.0,0.28600000000000003,0.15,0.0,1550,0,6
SERIE 3,BMW,ES,0,15,180.0,1,9.0,5.8,6.9,162.0,0.391,0.032,0.0,1680,1,8
SERIE 3,BMW,ES,0,15,180.0,0,9.4,5.7,7.1,166.0,0.36700000000000005,0.02,0.0,1660,1,6
SERIE 3,BMW,ES,0,14,180.0,1,8.1,5.2,6.3,147.0,0.391,0.032,0.0,1530,0,8
SERIE 3,BMW,ES,0,14,180.0,0,8.5,5.1,6.4,149.0,0.506,0.018000000000000002,0.0,1505,0,6
SERIE 3,BMW,ES,0,15,180.0,1,8.7,5.5,6.7,157.0,0.391,0.032,0.0,1610,0,8
SERIE 3,BMW,ES,0,15,180.0,0,9.0,5.5,6.8,159.0,0.36700000000000005,0.02,0.0,1595,0,6
SERIE 3,BMW,ES,0,17,200.0,0,10.5,6.2,7.8,182.0,0.11599999999999999,0.034,0.001,1780,0,6
SERIE 3,BMW,ES,0,17,200.0,1,11.1,6.5,8.2,190.0,0.156,0.03,0.001,1795,0,6
SERIE 3,BMW,GO,0,15,180.0,0,7.7,5.2,6.1,162.0,0.331,0.157,0.0,1825,0,6
SERIE 3,BMW,GO,0,15,180.0,1,8.2,5.4,6.4,170.0,0.013999999999999999,0.132,0.0,1840,0,6
SERIE 3,BMW,ES,0,17,200.0,0,11.1,6.5,8.2,191.0,0.11599999999999999,0.034,0.001,1640,0,6
SERIE 3,BMW,ES,0,17,200.0,1,11.2,6.6,8.3,193.0,0.156,0.03,0.001,1655,0,6
SERIE 3,BMW,ES,0,17,200.0,0,10.0,5.9,7.4,173.0,0.11599999999999999,0.034,0.001,1540,0,6
SERIE 3,BMW,ES,0,17,200.0,1,10.2,5.9,7.5,175.0,0.156,0.03,0.001,1555,0,6
SERIE 3,BMW,GO,0,15,180.0,0,8.3,5.5,6.5,171.0,0.331,0.157,0.0,1700,0,6
SERIE 3,BMW,GO,0,15,180.0,1,8.8,5.7,6.8,178.0,0.013999999999999999,0.132,0.0,1715,0,6
SERIE 3,BMW,GO,0,14,180.0,0,7.3,4.8,5.7,152.0,0.331,0.157,0.0,1600,0,6
SERIE 3,BMW,GO,0,15,180.0,1,8.0,5.2,6.2,164.0,0.013999999999999999,0.132,0.0,1615,0,6
